	x
803	((((((((Sahelanthropus_tchadensis:0.45902,(Australopithecus_anamensis:0.330702,((((Paranthropus_aethiopicus:0.030628,(Paranthropus_robustus:0.234511,Paranthropus_boisei:0.125198):0.373196):0.73149,Australopithecus_garhi:0.277882):0.250467,((Australopithecus_sediba:0.107265,(Kenyanthropus_platyops:0.365727,Australopithecus_africanus:0.281473):0.183568):0.03124,(((Homo_sapiens:0.230209,Homo_ergaster:0.034059):0.100545,Homo_habilis:0.147379):0.14419,Homo_rudolfensis:0.214227):0.098399):0.160408):0.057249,Australopithecus_afarensis:0.223156):0.01197):0.182954):0.019885,Ardipithecus_ramidus:0.097864):0.273665,Pan_troglodytes:0.139072):0.094703,Pongo_pygmaeus:0.221297):0.015041,Gorilla_gorilla:0.088187):0.295994,Papio:0.190831):0.041072,Hylobates:0.23072):0,Colobus_guereza:0.153356);
804	(((((((((Australopithecus_anamensis:0.263791,((((((Homo_sapiens:0.29818,Homo_ergaster:0.00388):0.105194,Homo_habilis:0.191545):0.181571,(Paranthropus_robustus:0.365659,(Paranthropus_boisei:0.203521,Paranthropus_aethiopicus:0.247039):0.171554):0.901175):0.073035,(Homo_rudolfensis:0.108694,(Australopithecus_africanus:0.28569,Kenyanthropus_platyops:0.074594):0.022804):0.317747):0.120568,Australopithecus_sediba:0.073144):0.351329,(Australopithecus_garhi:0.142539,Australopithecus_afarensis:0.079261):0.118159):0.273762):0.065078,Sahelanthropus_tchadensis:0.176094):0.082148,Ardipithecus_ramidus:0.085546):0.230096,Pan_troglodytes:0.069759):0.127175,Gorilla_gorilla:0.150181):0.012758,Pongo_pygmaeus:0.421296):0.177881,Papio:0.131781):0.109796,Hylobates:0.151372):0,Colobus_guereza:0.069203);
805	((((((((((((Australopithecus_garhi:0.038388,(Paranthropus_aethiopicus:0.000217,(Paranthropus_robustus:0.365222,Paranthropus_boisei:0.092875):0.355226):0.445117):0.244747,(((Homo_rudolfensis:0.052036,Kenyanthropus_platyops:0.265841):0.128387,Australopithecus_africanus:0.493489):0.105119,(((Homo_ergaster:0.054248,Homo_sapiens:0.162751):0.035341,Homo_habilis:0.256288):0.214303,Australopithecus_sediba:0.019483):0.085106):0.176305):0.243911,Australopithecus_afarensis:0.125337):0.139686,Australopithecus_anamensis:0.205016):0.050641,Ardipithecus_ramidus:0.153862):0.051294,Sahelanthropus_tchadensis:0.06667):0.280712,Pan_troglodytes:0.132102):0.090697,Gorilla_gorilla:0.130081):0.077148,Pongo_pygmaeus:0.355629):0.303482,Hylobates:0.188371):0.117851,Papio:0.231863):0,Colobus_guereza:0.043653);
806	((((((((Ardipithecus_ramidus:0.107529,(Australopithecus_anamensis:0.181005,((Australopithecus_garhi:0.118672,(Australopithecus_afarensis:0.23218,(Australopithecus_africanus:0.516717,(((Homo_habilis:0.168218,(Homo_ergaster:0.007584,Homo_sapiens:0.153106):0.375697):0.155173,Australopithecus_sediba:0.002906):0.046446,(Kenyanthropus_platyops:0.054592,Homo_rudolfensis:0.296953):0.15567):0.056572):0.07381):0.044726):0.143165,((Paranthropus_robustus:0.442508,Paranthropus_boisei:0.162573):0.283815,Paranthropus_aethiopicus:0.057962):0.483916):0.105468):0.086375):0.036024,Sahelanthropus_tchadensis:0.253076):0.169713,Pan_troglodytes:0.151415):0.094638,Gorilla_gorilla:0.15279):0.060465,Pongo_pygmaeus:0.474167):0.165954,Papio:0.107105):0.064382,Hylobates:0.167527):0,Colobus_guereza:0.149726);
807	((((((((Sahelanthropus_tchadensis:0.16681,(((Australopithecus_garhi:0.231026,(((Kenyanthropus_platyops:0.05524,Homo_rudolfensis:0.228034):0.25246,((((Paranthropus_boisei:0.077962,Paranthropus_robustus:0.259073):0.089308,Paranthropus_aethiopicus:0.365623):0.671733,(Homo_habilis:0.25483,(Homo_sapiens:0.13303,Homo_ergaster:0.038041):0.114055):0.109759):0.078527,Australopithecus_sediba:0.096059):0.036843):0.075738,Australopithecus_africanus:0.295641):0.18157):0.111156,Australopithecus_afarensis:0.070313):0.11999,Australopithecus_anamensis:0.40799):0.164626):0.114543,Ardipithecus_ramidus:0.131257):0.13147,Pan_troglodytes:0.068858):0.149645,Gorilla_gorilla:0.206666):0.014083,Pongo_pygmaeus:0.240776):0.275664,Hylobates:0.084705):0.140139,Papio:0.213837):0,Colobus_guereza:0.062983);
808	((((((((((Australopithecus_afarensis:0.168399,(Australopithecus_garhi:0.152897,(((Australopithecus_sediba:0.032738,((Kenyanthropus_platyops:0.053377,Homo_rudolfensis:0.208684):0.133477,Australopithecus_africanus:0.376778):0.096866):0.008186,(Paranthropus_aethiopicus:0.083773,(Paranthropus_boisei:0.068527,Paranthropus_robustus:0.495801):0.212776):0.776911):0.024579,(Homo_habilis:0.181547,(Homo_sapiens:0.183073,Homo_ergaster:0.006241):0.094901):0.260379):0.168653):0.340759):0.089184,Australopithecus_anamensis:0.121252):0.145664,Sahelanthropus_tchadensis:0.249944):0.052474,Ardipithecus_ramidus:0.180981):0.140316,Pan_troglodytes:0.114059):0.062809,Gorilla_gorilla:0.273305):0.162913,Pongo_pygmaeus:0.099639):0.397256,Hylobates:0.095352):0.016315,Papio:0.417271):0,Colobus_guereza:0.069191);
809	((((((((Ardipithecus_ramidus:0.066077,((Australopithecus_afarensis:0.089548,(((Homo_rudolfensis:0.226808,Kenyanthropus_platyops:0.158988):0.072033,(Australopithecus_sediba:0.04291,(((Homo_ergaster:0.004658,Homo_sapiens:0.154051):0.129122,Homo_habilis:0.199405):0.130106,((Paranthropus_boisei:0.121119,Paranthropus_robustus:0.427669):0.029166,Paranthropus_aethiopicus:0.379574):0.737467):0.047302):0.007538):0.131007,(Australopithecus_africanus:0.363145,Australopithecus_garhi:0.179016):0.002735):0.209548):0.337916,Australopithecus_anamensis:0.278494):0.211384):0.193182,Sahelanthropus_tchadensis:0.064304):0.128012,Pan_troglodytes:0.121795):0.153698,Gorilla_gorilla:0.09416):0.168149,Pongo_pygmaeus:0.244112):0.116741,Papio:0.107611):0.242694,Hylobates:0.281181):0,Colobus_guereza:0.028021);
810	((((((((Ardipithecus_ramidus:0.084093,((Australopithecus_anamensis:0.170311,Australopithecus_afarensis:0.202182):0.034066,((((Paranthropus_boisei:0.132492,Paranthropus_robustus:0.471062):0.183443,Paranthropus_aethiopicus:0.013039):0.627057,Australopithecus_garhi:0.129736):0.159503,((((Kenyanthropus_platyops:0.190738,Homo_rudolfensis:0.114909):0.202526,Australopithecus_africanus:0.259204):0.087319,Australopithecus_sediba:0.059193):0.038799,((Homo_sapiens:0.125399,Homo_ergaster:0.05759):0.067704,Homo_habilis:0.167048):0.110239):0.125641):0.149867):0.158073):0.022338,Sahelanthropus_tchadensis:0.126523):0.252057,Pan_troglodytes:0.054092):0.102888,Gorilla_gorilla:0.155466):0.054391,Pongo_pygmaeus:0.459301):0.283567,Papio:0.142279):0.200227,Hylobates:0.143101):0,Colobus_guereza:0.118665);
811	((((((((Ardipithecus_ramidus:0.069243,Sahelanthropus_tchadensis:0.274782):0.06403,(Australopithecus_anamensis:0.178067,(((((Australopithecus_sediba:0.06781,((Paranthropus_boisei:0.108519,Paranthropus_robustus:0.484575):0.157809,Paranthropus_aethiopicus:0.177926):0.717832):0.012981,((Homo_sapiens:0.117308,Homo_ergaster:0.083092):0.105662,Homo_habilis:0.281961):0.191048):0.015219,((Homo_rudolfensis:0.102779,Kenyanthropus_platyops:0.025332):0.119752,Australopithecus_africanus:0.504541):0.0734):0.138789,Australopithecus_garhi:0.173823):0.065167,Australopithecus_afarensis:0.217031):0.311766):0.238783):0.131869,Pan_troglodytes:0.043055):0.032494,Gorilla_gorilla:0.223534):0.072493,Pongo_pygmaeus:0.307411):0.171085,Papio:0.179186):0.166558,Hylobates:0.124889):0,Colobus_guereza:0.093523);
812	(((((((((Australopithecus_anamensis:0.179734,(Australopithecus_afarensis:0.122734,((Australopithecus_garhi:0.008295,((Paranthropus_boisei:0.040464,Paranthropus_robustus:0.428861):0.33175,Paranthropus_aethiopicus:0.016255):0.60701):0.08895,((Australopithecus_sediba:0.037139,((Homo_ergaster:0.009977,Homo_sapiens:0.359491):0.177402,Homo_habilis:0.14792):0.182527):0.072816,(Australopithecus_africanus:0.335752,(Homo_rudolfensis:0.082692,Kenyanthropus_platyops:0.26929):0.269473):0.049513):0.321726):0.131768):0.18602):0.106951,Sahelanthropus_tchadensis:0.100396):0.061524,Ardipithecus_ramidus:0.150139):0.189047,Pan_troglodytes:0.046613):0.064967,Gorilla_gorilla:0.204742):0.096658,Pongo_pygmaeus:0.364445):0.240595,Hylobates:0.145291):0.06863,Papio:0.245559):0,Colobus_guereza:0.158502);
813	(((((((((((Australopithecus_garhi:0.287404,Australopithecus_afarensis:0.222058):0.073743,((Australopithecus_africanus:0.272229,(((((Paranthropus_aethiopicus:0.216601,Paranthropus_boisei:0.025796):0.325368,Paranthropus_robustus:0.147403):0.691119,(Homo_sapiens:0.132408,Homo_ergaster:0.046576):0.066569):0.035017,Homo_habilis:0.117538):0.285521,(Kenyanthropus_platyops:0.020456,Homo_rudolfensis:0.258242):0.048256):0.157578):0.011687,Australopithecus_sediba:0.072558):0.166365):0.104447,Australopithecus_anamensis:0.315562):0.110333,Ardipithecus_ramidus:0.154753):0.095323,Sahelanthropus_tchadensis:0.230322):0.126049,Pan_troglodytes:0.041809):0.20194,Gorilla_gorilla:0.11513):0.133092,Pongo_pygmaeus:0.292563):0.138124,Papio:0.066745):0.095339,Hylobates:0.235653):0,Colobus_guereza:0.033871);
814	((((((((Sahelanthropus_tchadensis:0.173752,((((Australopithecus_africanus:0.253118,((((Paranthropus_aethiopicus:0.479855,Paranthropus_boisei:0.056546):0.133833,Paranthropus_robustus:0.250781):0.44845,(Homo_habilis:0.166258,(Homo_sapiens:0.184777,Homo_ergaster:0.00391):0.160798):0.079514):0.140565,(Australopithecus_sediba:0.083172,(Kenyanthropus_platyops:0.306019,Homo_rudolfensis:0.128036):0.25824):0.018725):0.067569):0.142242,Australopithecus_garhi:0.241577):0.093414,Australopithecus_afarensis:0.114894):0.105994,Australopithecus_anamensis:0.168621):0.112915):0.0885,Ardipithecus_ramidus:0.101606):0.12842,Pan_troglodytes:0.130249):0.1349,Gorilla_gorilla:0.125753):0.15023,Pongo_pygmaeus:0.293883):0.166733,Papio:0.175888):0.166057,Hylobates:0.278722):0,Colobus_guereza:0.012022);
815	(((((((Ardipithecus_ramidus:0.128097,((((((Australopithecus_africanus:0.445904,(Homo_habilis:0.232321,(Homo_sapiens:0.117531,Homo_ergaster:0.095412):0.060235):0.197331):0.117915,(Australopithecus_sediba:0.034726,((Paranthropus_robustus:0.210978,(Paranthropus_aethiopicus:0.27523,Paranthropus_boisei:0.040844):0.168884):0.642329,(Kenyanthropus_platyops:0.087555,Homo_rudolfensis:0.078372):0.177263):0.161285):0.082318):0.112268,Australopithecus_garhi:0.494525):0.00347,Australopithecus_afarensis:0.421703):0.075116,Australopithecus_anamensis:0.207824):0.037598,Sahelanthropus_tchadensis:0.262995):0.007614):0.143227,Pan_troglodytes:0.084691):0.059216,Gorilla_gorilla:0.185467):0.35978,Pongo_pygmaeus:0.330625):0.204764,Papio:0.033861):0.221892,Hylobates:0.257809):0,Colobus_guereza:0.042253);
816	((((((((Ardipithecus_ramidus:0.017418,((Australopithecus_afarensis:0.168155,((Australopithecus_garhi:0.0053,((Paranthropus_boisei:0.097262,Paranthropus_robustus:0.545595):0.173683,Paranthropus_aethiopicus:0.03228):0.551296):0.125933,(Australopithecus_africanus:0.322846,((Kenyanthropus_platyops:0.114286,Homo_rudolfensis:0.128323):0.213863,(Australopithecus_sediba:0.005549,(Homo_habilis:0.264148,(Homo_sapiens:0.182606,Homo_ergaster:0.025716):0.200115):0.09867):0.08676):0.015153):0.084259):0.071539):0.157897,Australopithecus_anamensis:0.401428):0.132246):0.085085,Sahelanthropus_tchadensis:0.159926):0.207248,Gorilla_gorilla:0.13567):0.035293,Pan_troglodytes:0.100805):0.132785,Pongo_pygmaeus:0.416247):0.147851,Hylobates:0.072711):0.089069,Papio:0.203403):0,Colobus_guereza:0.082494);
817	((((((((Sahelanthropus_tchadensis:0.158355,(Australopithecus_anamensis:0.28314,(Australopithecus_afarensis:0.070969,(Australopithecus_garhi:0.098658,((Paranthropus_aethiopicus:0.100696,(Paranthropus_boisei:0.138425,Paranthropus_robustus:0.352741):0.097861):0.62843,(Australopithecus_sediba:0.065448,(((Kenyanthropus_platyops:0.038428,Homo_rudolfensis:0.099714):0.111159,Australopithecus_africanus:0.250687):0.14469,((Homo_ergaster:0.030181,Homo_sapiens:0.166681):0.108028,Homo_habilis:0.1394):0.182528):0.015244):0.143691):0.107331):0.153274):0.17205):0.11762):0.115583,Ardipithecus_ramidus:0.092531):0.266163,Pan_troglodytes:0.076331):0.03103,Gorilla_gorilla:0.181915):0.101668,Pongo_pygmaeus:0.190702):0.314895,Hylobates:0.104186):0.047194,Papio:0.192928):0,Colobus_guereza:0.055923);
818	(((((((Ardipithecus_ramidus:0.142096,((Sahelanthropus_tchadensis:0.15176,((Australopithecus_garhi:0.187861,(Australopithecus_africanus:0.218308,(Australopithecus_sediba:0.034363,((Homo_habilis:0.377824,(Homo_ergaster:0.008752,Homo_sapiens:0.162967):0.051807):0.455579,(Kenyanthropus_platyops:0.224794,Homo_rudolfensis:0.102987):0.266995):0.103176):0.02853):0.144912):0.102948,Australopithecus_afarensis:0.273196):0.165437):0.011431,(Australopithecus_anamensis:0.069426,((Paranthropus_boisei:0.049923,Paranthropus_robustus:0.41595):0.270388,Paranthropus_aethiopicus:0.215001):1.14902):0.19151):0.118707):0.131471,Pan_troglodytes:0.077761):0.118267,Gorilla_gorilla:0.100712):0.068305,Pongo_pygmaeus:0.315092):0.266949,Papio:0.083901):0.284395,Hylobates:0.100799):0,Colobus_guereza:0.061885);
819	((((((((((Australopithecus_afarensis:0.18276,Australopithecus_anamensis:0.300314):0.010659,((Australopithecus_garhi:0.157736,((Paranthropus_robustus:0.32974,Paranthropus_boisei:0.087073):0.166154,Paranthropus_aethiopicus:0.140884):0.761491):0.057372,(((Homo_sapiens:0.137748,Homo_ergaster:0.041678):0.056326,Homo_habilis:0.285822):0.384854,(Australopithecus_sediba:0.009112,((Homo_rudolfensis:0.202899,Kenyanthropus_platyops:0.045411):0.048226,Australopithecus_africanus:0.332908):0.223405):0.010846):0.207879):0.0228):0.165072,Ardipithecus_ramidus:0.130182):0.067691,Sahelanthropus_tchadensis:0.099754):0.099421,Pan_troglodytes:0.041623):0.074911,Gorilla_gorilla:0.196018):0.197686,Pongo_pygmaeus:0.190622):0.10961,Papio:0.314939):0.034,Hylobates:0.203061):0,Colobus_guereza:0.111099);
820	(((((((Ardipithecus_ramidus:0.102065,(Australopithecus_anamensis:0.160941,(((Paranthropus_boisei:0.162443,Paranthropus_robustus:0.40914):0.357401,Paranthropus_aethiopicus:0.008505):0.909996,((Australopithecus_garhi:0.070069,Australopithecus_africanus:0.468198):0.089018,(Australopithecus_afarensis:0.162703,(Australopithecus_sediba:0.093232,((Homo_rudolfensis:0.054033,Kenyanthropus_platyops:0.178028):0.086501,((Homo_ergaster:0.008772,Homo_sapiens:0.243007):0.121338,Homo_habilis:0.222711):0.131182):0.111529):0.223472):0.002858):0.121317):0.157489):0.227399):0.055488,Sahelanthropus_tchadensis:0.328423):0.144108,Pan_troglodytes:0.072626):0.123555,(Gorilla_gorilla:0.142684,Pongo_pygmaeus:0.240553):0.024594):0.255692,Papio:0.090208):0.142937,Hylobates:0.177202):0,Colobus_guereza:0.111458);
821	((((((((Sahelanthropus_tchadensis:0.067436,Ardipithecus_ramidus:0.132319):0.00483,(Australopithecus_anamensis:0.212331,((((Paranthropus_robustus:0.32174,Paranthropus_boisei:0.140103):0.394133,Paranthropus_aethiopicus:0.008451):0.994107,(Australopithecus_afarensis:0.13266,(Australopithecus_sediba:0.038652,((Homo_habilis:0.192445,(Homo_ergaster:0.004149,Homo_sapiens:0.20804):0.06527):0.23803,(Homo_rudolfensis:0.12906,(Kenyanthropus_platyops:0.074647,Australopithecus_africanus:0.487232):0.057674):0.136599):0.016187):0.415893):0.017658):0.03743,Australopithecus_garhi:0.185188):0.02428):0.228909):0.382922,Pan_troglodytes:0.065926):0.076374,Gorilla_gorilla:0.11268):0.178763,Pongo_pygmaeus:0.157624):0.116442,Papio:0.20574):0.045887,Hylobates:0.122415):0,Colobus_guereza:0.131949);
822	((((((((Sahelanthropus_tchadensis:0.057545,(Australopithecus_anamensis:0.272017,((Australopithecus_afarensis:0.200955,Australopithecus_africanus:0.396387):0.191276,(((((Homo_sapiens:0.289565,Homo_ergaster:0.023957):0.118796,Homo_habilis:0.13708):0.137915,(Kenyanthropus_platyops:0.016874,Homo_rudolfensis:0.077932):0.212361):0.10824,Australopithecus_sediba:0.043061):0.136953,((Paranthropus_aethiopicus:0.024196,(Paranthropus_robustus:0.431508,Paranthropus_boisei:0.368961):0.36702):0.417335,Australopithecus_garhi:0.107758):0.115709):0.106156):0.085749):0.053408):0.022958,Ardipithecus_ramidus:0.177278):0.241368,Pan_troglodytes:0.050166):0.125286,Gorilla_gorilla:0.093533):0.191219,Pongo_pygmaeus:0.186824):0.171129,Papio:0.091986):0.124769,Hylobates:0.168173):0,Colobus_guereza:0.133265);
823	((((((Ardipithecus_ramidus:0.085521,(Australopithecus_anamensis:0.307493,(Sahelanthropus_tchadensis:0.138919,(Australopithecus_garhi:0.233538,(Australopithecus_afarensis:0.121294,((Australopithecus_sediba:0.004947,(((Paranthropus_robustus:0.172932,Paranthropus_boisei:0.152281):0.013368,Paranthropus_aethiopicus:0.192987):0.592762,(Homo_habilis:0.176441,(Homo_ergaster:0.034699,Homo_sapiens:0.211067):0.149269):0.129525):0.076474):0.11681,(Australopithecus_africanus:0.336345,(Kenyanthropus_platyops:0.016946,Homo_rudolfensis:0.330035):0.175248):0.074346):0.453338):0.009971):0.171367):0.100047):0.032537):0.191111,Pan_troglodytes:0.054924):0.110769,(Gorilla_gorilla:0.083366,Pongo_pygmaeus:0.388234):0.075882):0.209448,Papio:0.050902):0.130277,Hylobates:0.160039):0,Colobus_guereza:0.091976);
824	((((((((Ardipithecus_ramidus:0.224448,(Australopithecus_anamensis:0.276516,(Australopithecus_garhi:0.201574,(Australopithecus_afarensis:0.165763,((((Homo_sapiens:0.18334,Homo_ergaster:0.052961):0.105924,Homo_habilis:0.148365):0.19503,Homo_rudolfensis:0.200719):0.065022,((Kenyanthropus_platyops:0.171727,(Australopithecus_sediba:0.052824,(Paranthropus_aethiopicus:0.173209,(Paranthropus_robustus:0.332966,Paranthropus_boisei:0.089306):0.128053):0.657233):0.131264):0.00811,Australopithecus_africanus:0.346677):0.009789):0.310505):0.061416):0.059087):0.063365):0.079683,Sahelanthropus_tchadensis:0.069076):0.233589,Pan_troglodytes:0.122829):0.01919,Gorilla_gorilla:0.178239):0.096058,Pongo_pygmaeus:0.432454):0.183803,Papio:0.356941):0.066629,Hylobates:0.078716):0,Colobus_guereza:0.0963);
825	((((((((Ardipithecus_ramidus:0.079957,Sahelanthropus_tchadensis:0.273968):0.062582,(Australopithecus_anamensis:0.142297,(Australopithecus_afarensis:0.111496,((((Australopithecus_africanus:0.296058,Homo_rudolfensis:0.335259):0.073957,Kenyanthropus_platyops:0.280934):0.066507,(((Homo_sapiens:0.13842,Homo_ergaster:0.044054):0.062311,Homo_habilis:0.180405):0.124517,Australopithecus_sediba:0.000429):0.075769):0.100459,((Paranthropus_aethiopicus:0.12322,(Paranthropus_boisei:0.11443,Paranthropus_robustus:0.400268):0.100613):0.626444,Australopithecus_garhi:0.077826):0.023274):0.192753):0.130129):0.154393):0.294552,Pan_troglodytes:0.04305):0.184266,Gorilla_gorilla:0.09134):0.118741,Pongo_pygmaeus:0.243427):0.164238,Papio:0.154377):0.021253,Hylobates:0.277385):0,Colobus_guereza:0.125054);
826	(((((((Ardipithecus_ramidus:0.044164,(Sahelanthropus_tchadensis:0.074942,((Australopithecus_afarensis:0.214663,((Australopithecus_garhi:0.060439,Australopithecus_africanus:0.396856):0.082306,(Australopithecus_sediba:0.042625,(((Homo_sapiens:0.245014,Homo_ergaster:0.060976):0.261545,Homo_habilis:0.136414):0.169294,(Kenyanthropus_platyops:0.067828,Homo_rudolfensis:0.064854):0.052693):0.10047):0.063046):0.116128):0.087218,((Paranthropus_aethiopicus:0.002295,(Paranthropus_boisei:0.031112,Paranthropus_robustus:0.377812):0.291749):0.494911,Australopithecus_anamensis:0.17182):0.097034):0.108839):0.150609):0.205377,Pan_troglodytes:0.078886):0.115298,Gorilla_gorilla:0.082615):0.168792,Pongo_pygmaeus:0.395748):0.112647,Papio:0.155868):0.172373,Hylobates:0.117215):0,Colobus_guereza:0.065197);
827	((((((((Sahelanthropus_tchadensis:0.116111,(Australopithecus_anamensis:0.327594,(((Australopithecus_sediba:0.048902,((((Homo_sapiens:0.157988,Homo_ergaster:0.100737):0.264893,Homo_habilis:0.170309):0.022464,(Paranthropus_aethiopicus:0.218174,(Paranthropus_robustus:0.372656,Paranthropus_boisei:0.166289):0.000137):0.752196):0.163542,(Australopithecus_africanus:0.314324,(Kenyanthropus_platyops:0.031882,Homo_rudolfensis:0.142662):0.064757):0.071768):0.015867):0.091564,Australopithecus_garhi:0.210913):0.462057,Australopithecus_afarensis:0.187016):0.27118):0.07425):0.038356,Ardipithecus_ramidus:0.065379):0.152504,Pan_troglodytes:0.049085):0.055218,Gorilla_gorilla:0.137339):0.147898,Pongo_pygmaeus:0.254245):0.102211,Papio:0.130887):0.060029,Hylobates:0.142958):0,Colobus_guereza:0.093558);
